# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
CFAP44	ENSG00000206530	ENST00000475568	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CFAP44	ENSG00000206530	ENST00000488854	nonsense_mediated_decay	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
CFAP44	ENSG00000206530	ENST00000489938	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CFAP44-AS1	ENSG00000243849	ENST00000473329		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CFAP44-AS1	ENSG00000243849	ENST00000498480		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CFAP44-AS1	ENSG00000243849	ENST00000669165		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CHTF18	ENSG00000127586	ENST00000262315	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CHTF18	ENSG00000127586	ENST00000317063	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CHTF18	ENSG00000127586	ENST00000426047	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CHTF18	ENSG00000127586	ENST00000440239	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CHTF18	ENSG00000127586	ENST00000455171	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CHTF18	ENSG00000127586	ENST00000461268	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CHTF18	ENSG00000127586	ENST00000464728	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CHTF18	ENSG00000127586	ENST00000471202	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CHTF18	ENSG00000127586	ENST00000479976	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CHTF18	ENSG00000127586	ENST00000484349	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CHTF18	ENSG00000127586	ENST00000491530	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CHTF18	ENSG00000127586	ENST00000563545	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CHTF18	ENSG00000127586	ENST00000565787	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CHTF18	ENSG00000127586	ENST00000567620	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CHTF18	ENSG00000127586	ENST00000569270	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CHTF18	ENSG00000127586	ENST00000570058	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CHTF18	ENSG00000127586	ENST00000631357	protein_coding	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
CKAP5	ENSG00000175216	ENST00000312055	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CKAP5	ENSG00000175216	ENST00000354558	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CKAP5	ENSG00000175216	ENST00000528593	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
CKAP5	ENSG00000175216	ENST00000529230	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CLCA2	ENSG00000137975	ENST00000370565	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CLN5	ENSG00000102805	ENST00000636525	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CLN5	ENSG00000102805	ENST00000636767	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLN5	ENSG00000102805	ENST00000637397	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNTNAP3B	ENSG00000154529	ENST00000276974	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
CNTNAP3B	ENSG00000154529	ENST00000341990	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
CNTNAP3B	ENSG00000154529	ENST00000377561	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
CNTNAP3B	ENSG00000154529	ENST00000479351	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
CNTNAP3B	ENSG00000154529	ENST00000612828	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
CNTNAP3B	ENSG00000154529	ENST00000617422	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
CNTNAP3B	ENSG00000154529	ENST00000618777	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
CNTNAP3B	ENSG00000154529	ENST00000619138	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
COL22A1	ENSG00000169436	ENST00000303045	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
COL22A1	ENSG00000169436	ENST00000341807	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
COL22A1	ENSG00000169436	ENST00000435777	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
COL4A2	ENSG00000134871	ENST00000360467	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
COL4A2	ENSG00000134871	ENST00000463084	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
COL4A2	ENSG00000134871	ENST00000480609	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
COL4A2	ENSG00000134871	ENST00000648222	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
COL4A2	ENSG00000134871	ENST00000649396	retained_intron	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
COL4A2	ENSG00000134871	ENST00000649951	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
COL4A2	ENSG00000134871	ENST00000650225	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
COL4A2	ENSG00000134871	ENST00000650322	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
COL4A2-AS1	ENSG00000232814	ENST00000417970		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CPHXL	ENSG00000283755	ENST00000640559	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CR589904.2	ENSG00000286015	ENST00000651827	protein_coding	0	1	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0
CRB2	ENSG00000148204	ENST00000359999	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CRB2	ENSG00000148204	ENST00000373631	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CRB2	ENSG00000148204	ENST00000460253	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
CROCC	ENSG00000058453	ENST00000375541	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CROCC	ENSG00000058453	ENST00000445545	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CROCC	ENSG00000058453	ENST00000465021	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
CROCC	ENSG00000058453	ENST00000465291	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CROCC2	ENSG00000226321	ENST00000443866	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
CSE1L	ENSG00000124207	ENST00000262982	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CSE1L	ENSG00000124207	ENST00000396192	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CSMD3	ENSG00000164796	ENST00000297405	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
CSMD3	ENSG00000164796	ENST00000339701	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
CSMD3	ENSG00000164796	ENST00000343508	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
CSMD3	ENSG00000164796	ENST00000455883	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
CSNK2A1	ENSG00000101266	ENST00000217244	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CSNK2A1	ENSG00000101266	ENST00000349736	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CSNK2A1	ENSG00000101266	ENST00000400217	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CSNK2A1	ENSG00000101266	ENST00000400227	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CSNK2A1	ENSG00000101266	ENST00000460062	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CSNK2A1	ENSG00000101266	ENST00000619801	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CSNK2A1	ENSG00000101266	ENST00000642673	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
CSNK2A1	ENSG00000101266	ENST00000642689	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CSNK2A1	ENSG00000101266	ENST00000643600	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CSNK2A1	ENSG00000101266	ENST00000643641	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
CSNK2A1	ENSG00000101266	ENST00000643660	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CSNK2A1	ENSG00000101266	ENST00000643680	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CSNK2A1	ENSG00000101266	ENST00000643700	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
CSNK2A1	ENSG00000101266	ENST00000643980	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
CSNK2A1	ENSG00000101266	ENST00000644003	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CSNK2A1	ENSG00000101266	ENST00000644170	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
CSNK2A1	ENSG00000101266	ENST00000644448	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
CSNK2A1	ENSG00000101266	ENST00000644710	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CSNK2A1	ENSG00000101266	ENST00000644885	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CSNK2A1	ENSG00000101266	ENST00000645234	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CSNK2A1	ENSG00000101266	ENST00000645249	nonsense_mediated_decay	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
CSNK2A1	ENSG00000101266	ENST00000645260	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CSNK2A1	ENSG00000101266	ENST00000645334	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
CSNK2A1	ENSG00000101266	ENST00000645623	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CSNK2A1	ENSG00000101266	ENST00000645768	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
CSNK2A1	ENSG00000101266	ENST00000645840	nonsense_mediated_decay	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
CSNK2A1	ENSG00000101266	ENST00000645910	nonsense_mediated_decay	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
CSNK2A1	ENSG00000101266	ENST00000646305	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CSNK2A1	ENSG00000101266	ENST00000646477	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CSNK2A1	ENSG00000101266	ENST00000646561	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CSNK2A1	ENSG00000101266	ENST00000646814	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CSNK2A1	ENSG00000101266	ENST00000647026	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CSNK2A1	ENSG00000101266	ENST00000647155	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
CSNK2A1	ENSG00000101266	ENST00000647348	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CTAGE4	ENSG00000225932	ENST00000486333	protein_coding	0	2	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0
CTAGE9	ENSG00000236761	ENST00000314099	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
CYB5B	ENSG00000103018	ENST00000307892	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CYB5B	ENSG00000103018	ENST00000515314	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CYB5B	ENSG00000103018	ENST00000561792	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CYB5B	ENSG00000103018	ENST00000568237	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CYB5B	ENSG00000103018	ENST00000568342	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CYBA	ENSG00000051523	ENST00000261623	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CYBA	ENSG00000051523	ENST00000561972	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CYBA	ENSG00000051523	ENST00000562209	retained_intron	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CYBA	ENSG00000051523	ENST00000563526	retained_intron	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CYBA	ENSG00000051523	ENST00000565588	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CYBA	ENSG00000051523	ENST00000566229	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CYBA	ENSG00000051523	ENST00000566534	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CYBA	ENSG00000051523	ENST00000567174	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CYBA	ENSG00000051523	ENST00000568278	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CYBA	ENSG00000051523	ENST00000569359	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CYP21A2	ENSG00000231852	ENST00000435122	protein_coding	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1
CYP21A2	ENSG00000231852	ENST00000462278	retained_intron	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
CYP21A2	ENSG00000231852	ENST00000464325	retained_intron	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
CYP21A2	ENSG00000231852	ENST00000466779	nonsense_mediated_decay	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
CYP21A2	ENSG00000231852	ENST00000466879	retained_intron	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
CYP21A2	ENSG00000231852	ENST00000469053	nonsense_mediated_decay	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
CYP21A2	ENSG00000231852	ENST00000471671	protein_coding	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
CYP21A2	ENSG00000231852	ENST00000478281	protein_coding	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
CYP21A2	ENSG00000231852	ENST00000479074	retained_intron	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1
CYP21A2	ENSG00000231852	ENST00000479730	retained_intron	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1
CYP21A2	ENSG00000231852	ENST00000480027	retained_intron	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
CYP21A2	ENSG00000231852	ENST00000483041	retained_intron	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1
CYP21A2	ENSG00000231852	ENST00000486063	retained_intron	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1
CYP21A2	ENSG00000231852	ENST00000488465	retained_intron	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
CYP21A2	ENSG00000231852	ENST00000644719	protein_coding	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1
CYP24A1	ENSG00000019186	ENST00000216862	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CYP24A1	ENSG00000019186	ENST00000395954	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CYP24A1	ENSG00000019186	ENST00000395955	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CYP24A1	ENSG00000019186	ENST00000460643	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
DAB1	ENSG00000173406	ENST00000485760	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DCST2	ENSG00000163354	ENST00000368423	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
DCST2	ENSG00000163354	ENST00000368424	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DCST2	ENSG00000163354	ENST00000467991	nonsense_mediated_decay	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
DCST2	ENSG00000163354	ENST00000485982	nonsense_mediated_decay	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
DCST2	ENSG00000163354	ENST00000498036	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
DDT	ENSG00000099977	ENST00000350608	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DDX51	ENSG00000185163	ENST00000329073	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
DDX51	ENSG00000185163	ENST00000397333	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DDX51	ENSG00000185163	ENST00000462829	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DDX51	ENSG00000185163	ENST00000541489	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DDX51	ENSG00000185163	ENST00000545991	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
DDX51	ENSG00000185163	ENST00000546058	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
DEFA4	ENSG00000164821	ENST00000297435	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
DEFB116	ENSG00000215545	ENST00000400549	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DENND5B-AS1	ENSG00000255867	ENST00000536397		0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DENND5B-AS1	ENSG00000255867	ENST00000537346		0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DGCR11	ENSG00000273311	ENST00000609958		0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DGCR2	ENSG00000070413	ENST00000263196	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DGCR2	ENSG00000070413	ENST00000389262	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
DGCR2	ENSG00000070413	ENST00000467659	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
DGCR2	ENSG00000070413	ENST00000537045	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DGCR2	ENSG00000070413	ENST00000545799	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DGCR9	ENSG00000273032	ENST00000440005		0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
DGKA	ENSG00000065357	ENST00000331886	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DGKA	ENSG00000065357	ENST00000394147	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DGKA	ENSG00000065357	ENST00000402956	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DGKA	ENSG00000065357	ENST00000548491	retained_intron	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DGKA	ENSG00000065357	ENST00000549079	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DGKA	ENSG00000065357	ENST00000551156	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DGKA	ENSG00000065357	ENST00000551296	retained_intron	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DGKA	ENSG00000065357	ENST00000551739	retained_intron	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DGKA	ENSG00000065357	ENST00000552478	retained_intron	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DIPK1C	ENSG00000187773	ENST00000343998	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DIPK1C	ENSG00000187773	ENST00000400291	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DISP2	ENSG00000140323	ENST00000267889	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DISP2	ENSG00000140323	ENST00000559721	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DMGDH	ENSG00000132837	ENST00000255189	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DMGDH	ENSG00000132837	ENST00000517853	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DMGDH	ENSG00000132837	ENST00000518477	nonsense_mediated_decay	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
DMGDH	ENSG00000132837	ENST00000521052	nonsense_mediated_decay	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
DMGDH	ENSG00000132837	ENST00000523732	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DMRT2	ENSG00000173253	ENST00000259622	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DMRT2	ENSG00000173253	ENST00000302441	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
DMRT2	ENSG00000173253	ENST00000358146	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
DMRT2	ENSG00000173253	ENST00000382251	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
DMRT2	ENSG00000173253	ENST00000382255	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
